Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
NYM,Mets,10.5214,7.73036,25.6379,25.6379,0.0,0.0,0.0,150.985,636.927,132.023,67.7344,62.3156,16.0078,148.733,57.061,0.79214,8.47667,3.71455,1.25234,8.86574,3.40133,2.60655,0.954202,0.233516,0.0895881,0.14392784237861633,,0.231057,0.285296,0.72807,3.84547,680.4000000000001,4.505960264900663,650.0,4.304635761589404,2.29304,2.64379,3.36266,1.57218,0.819814,11.1643,3.36266,-1.57218,3.90691,95.0,25.0,NL,Nolan McLean,690997,33703,33703
ARI,Diamondbacks,10.9338,8.38003,28.7667,28.7667,0.0,0.0,0.0,174.089,726.509,164.022,85.683,78.8283,22.9476,156.085,51.5041,1.12622,4.38386,4.07524,1.23802,8.06925,2.66264,3.03054,1.18634,0.214843,0.0708926,0.1439504325389862,,0.244582,0.286976,0.70798,4.01866,722.3000000000003,4.151149425287358,715.0,4.109195402298851,2.28537,2.42879,2.28312,-0.0359096,1.03163,13.4736,2.28312,0.0359096,3.6245,235.63999938964844,15.0,NL,Merrill Kelly,518876,11156,11156
LAD,Dodgers,9.01331,5.66275,23.107,34.4432,0.153057,0.309619,0.0,134.194,549.184,110.276,63.5388,58.4557,19.0377,152.798,42.945,0.913746,5.45888,3.92046,1.14179,10.2477,2.8802,3.55799,1.27681,0.278227,0.0781979,0.20002920925617218,,0.220209,0.277368,0.708569,3.78424,633.8999999999999,4.730597014925372,585.0,4.365671641791045,2.2823,1.84103,1.8969,-0.342568,0.681968,7.1565,1.8969,0.342568,4.09071,127.04000091552734,22.0,NL,Emmet Sheehan,686218,29839,29839
SEA,Mariners,11.0483,9.81885,28.7166,28.7166,0.0,0.0,0.0,173.363,717.172,157.703,81.3838,74.8731,24.22,161.7,48.5231,1.09784,6.46085,3.88699,1.18956,8.39453,2.51905,3.33243,1.25736,0.225469,0.067659,0.1578095406293869,,0.238154,0.280268,0.724487,4.03736,733.2,4.238150289017342,712.0,4.115606936416185,2.26797,1.98868,1.52815,0.342267,0.850124,13.8485,1.52815,-0.342267,3.8665,173.2100067138672,11.0,AL,Luis Castillo,622491,15689,15689
KCR,Royals,10.3688,10.3601,27.5528,27.5528,0.0,0.0,0.0,163.833,692.654,162.194,85.6633,78.8102,21.5591,125.875,48.5161,0.65316,5.19034,4.32936,1.28613,6.91481,2.66518,2.5945,1.18433,0.181728,0.0700438,0.11168456822633743,,0.253846,0.286126,0.692675,4.29265,611.8,3.7304878048780483,624.0,3.8048780487804876,2.15972,1.61231,4.48969,0.716414,1.14734,11.5738,4.48969,-0.716414,3.47021,679.7100219726562,7.0,AL,Michael Wacha,608379,14078,14078
LAA,Angels,8.29943,9.85201,29.1632,29.1632,0.0,0.0,0.0,166.866,709.562,159.55,85.3929,78.5614,25.4818,168.434,59.3877,1.58425,5.04416,4.23725,1.31206,9.08459,3.2031,2.83618,1.37437,0.237378,0.0836962,0.1536816507577896,,0.247315,0.297128,0.728705,4.25993,656.3,3.9299401197604786,654.0,3.9161676646706587,2.14197,1.88105,4.00901,-0.300176,1.2705,11.4755,4.00901,0.300176,3.306,552.3200073242188,1.0,AL,Yusei Kikuchi,579328,20633,20633
TBR,Rays,7.61927,5.82109,20.1876,20.1876,0.0,0.0,0.0,118.016,484.573,103.409,52.6399,48.4287,15.3751,124.008,35.7515,0.725656,2.89478,3.6932,1.17916,9.45689,2.72643,3.4686,1.17251,0.255911,0.0737794,0.18213165551424026,,0.231897,0.287182,0.735498,3.70963,551.9000000000001,4.677118644067797,526.0,4.4576271186440675,2.11851,2.08117,4.51738,-1.94913,0.391384,9.32956,4.51738,1.94913,4.47815,217.0,12.0,AL,Shane McClanahan,663556,21483,21483
TOR,Blue Jays,8.04249,6.48105,24.6152,29.564,0.0,0.322986,0.0,135.425,567.084,111.738,63.1446,58.093,16.6351,151.222,56.6733,0.864537,4.5852,3.8607,1.24357,10.0498,3.76636,2.6683,1.10552,0.266665,0.0999381,0.16672705858945847,,0.220902,0.281396,0.725367,3.85574,614.7,4.553333333333334,570.0,4.222222222222222,2.09776,1.93968,3.17951,-0.265019,0.586127,8.87504,3.17951,0.265019,4.2185,143.25,14.0,AL,Trey Yesavage,702056,35456,35456
DET,Tigers,9.01645,8.34902,26.1291,26.1291,0.0,0.0,0.0,143.629,602.366,140.641,71.3556,65.6471,19.2776,124.814,38.4583,0.914427,5.30603,4.11354,1.24696,7.82101,2.40985,3.24544,1.20796,0.207206,0.0638453,0.1433607116341591,,0.251773,0.292787,0.708325,4.05608,586.3000000000001,4.071527777777778,594.0,4.125,2.07796,1.78888,2.08127,1.61036,0.621142,9.48067,2.08127,-1.61036,4.17181,280.57000732421875,6.0,AL,Casey Mize,663554,20492,20492
TOR,Blue Jays,8.12457,7.73485,22.6928,33.916,0.0,0.830516,0.524081,137.697,579.191,127.469,67.7071,62.2906,18.7024,139.737,45.1289,1.48162,5.8959,4.07138,1.25347,9.13334,2.94968,3.09639,1.22241,0.241262,0.0779172,0.1633443757891655,,0.241343,0.294182,0.716397,3.98289,588.3,4.263043478260869,574.0,4.159420289855072,2.03396,1.53807,3.40478,-1.45485,0.591838,9.27564,3.40478,1.45485,4.21088,274.25,14.0,AL,Cody Ponce,664074,17920,17920
ARI,Diamondbacks,11.9091,10.0915,28.0949,28.533,0.0,0.287562,0.0,162.19,684.21,153.475,81.8492,75.3013,21.9229,154.725,53.0557,0.824699,5.70833,4.17851,1.27339,8.58579,2.94409,2.91628,1.21652,0.226137,0.0775429,0.14859391748905182,,0.245384,0.29312,0.709067,4.07132,663.3999999999999,4.095061728395061,657.0,4.055555555555555,2.02925,1.87947,3.59624,-0.325972,1.28652,12.3647,3.59624,0.325972,3.28463,223.32000732421875,15.0,NL,Zac Gallen,668678,19291,19291
SDP,Padres,8.06777,7.74118,23.6224,23.6224,0.0,0.0,0.0,136.473,569.362,127.936,64.3973,59.2455,18.548,129.628,35.0356,1.08732,9.25343,3.90707,1.19416,8.5486,2.31049,3.69991,1.22319,0.227673,0.0615348,0.16613826528191566,,0.243653,0.290233,0.719497,3.97585,567.9000000000001,4.175735294117648,561.0,4.125,2.01739,2.08846,2.13551,-0.342719,0.390551,10.7229,2.13551,0.342719,4.47926,218.32000732421875,29.0,NL,Joe Musgrove,605397,12970,12970
PIT,Pirates,6.70668,7.14011,22.2398,36.6166,0.0,1.46488,1.44285,133.293,564.331,129.248,62.6289,57.6186,13.6479,118.278,42.2394,1.54866,5.59046,3.89043,1.28654,7.98615,2.85202,2.80017,0.921513,0.209589,0.0748486,0.13474055379629135,,0.250238,0.300591,0.714387,3.76801,572.6,4.305263157894737,579.0,4.353383458646617,1.99956,2.03328,2.14911,0.643704,0.410052,6.45478,2.14911,-0.643704,4.45326,267.07000732421875,27.0,NL,Braxton Ashcraft,677952,23793,23793
NYM,Mets,10.208,8.39475,26.5927,27.5421,0.441446,0.258817,4.71874,143.058,614.149,135.518,66.6707,61.3371,13.003,117.81,53.736,1.51461,8.45342,3.85882,1.32292,7.41161,3.38063,2.19238,0.81804,0.191826,0.0874967,0.10432906448841095,,0.245522,0.290909,0.716653,3.97387,594.7,4.158741258741259,596.0,4.1678321678321675,1.984,2.21568,2.61195,1.17205,0.968773,8.54368,2.61195,-1.17205,3.7083,435.0,25.0,NL,Clay Holmes,605280,13649,13649
BAL,Orioles,9.25126,9.21336,27.4739,27.4739,0.0,0.0,0.0,156.205,658.072,142.539,78.646,72.3543,22.0865,153.51,53.0551,0.721839,7.66804,4.16882,1.25217,8.84477,3.05686,2.89341,1.27256,0.233273,0.080622,0.152650885283947,,0.23862,0.285601,0.710185,4.17399,637.0,4.083333333333333,619.0,3.967948717948718,1.96417,1.58625,3.22109,-2.27,0.913692,11.4368,3.22109,2.2691,3.78174,200.4600067138672,2.0,AL,Shane Baz,669358,22264,22264
LAA,Angels,7.61003,7.10254,20.1991,20.1991,0.0,0.0,0.0,114.777,481.215,104.539,55.1327,50.7221,15.0531,120.493,38.267,0.559424,4.40806,3.97726,1.2442,9.44817,3.00062,3.14874,1.18035,0.250392,0.0795215,0.17087086290121078,,0.238379,0.295337,0.720217,3.85592,507.5,4.413043478260869,494.0,4.2956521739130435,1.95721,1.65827,3.03587,-1.03192,0.305119,8.88113,3.03587,1.03192,4.59318,263.25,1.0,AL,Grayson Rodriguez,680570,24492,24492
PIT,Pirates,8.43606,7.58296,24.8611,30.1879,0.0206138,0.31623,0.0,140.934,599.783,131.793,72.6171,66.8077,17.421,130.558,50.147,0.923458,7.85867,4.26632,1.29096,8.33739,3.20237,2.6035,1.1125,0.217675,0.0836086,0.1340666189789772,,0.243261,0.290433,0.693891,4.12407,579.1000000000001,4.107092198581562,572.0,4.056737588652482,1.94272,1.6439,3.92997,0.481651,0.800323,9.04976,3.92997,-0.481651,3.9329,151.2899932861328,27.0,NL,Bubba Chandler,696149,29868,29868
SFG,Giants,9.22579,10.1983,28.6135,28.6135,0.0,0.0,0.0,168.293,712.075,149.457,86.0354,79.1525,24.5239,175.497,66.0539,0.548527,6.83337,4.23294,1.28057,9.38529,3.53245,2.65688,1.31149,0.246459,0.0927625,0.15369616448879242,,0.233823,0.284477,0.714633,4.24319,679.3000000000001,4.043452380952381,646.0,3.8452380952380953,1.93413,1.86311,1.8832,-0.291802,1.27148,11.9483,1.8832,0.291802,3.3047,159.86000061035156,30.0,NL,Robbie Ray,592662,11486,11486
CHC,Cubs,9.80537,7.56864,25.275,25.275,0.0,0.0,0.0,151.624,618.102,140.484,73.6166,67.7272,27.1308,137.511,32.5173,0.693016,3.87569,4.02011,1.14099,8.16231,1.93014,4.22887,1.61041,0.222473,0.0526083,0.16986506059765816,,0.241501,0.271785,0.736083,4.36751,593.6999999999999,3.9059210526315784,574.0,3.776315789473684,1.92135,2.07635,3.40159,1.29831,0.793586,11.7408,3.40159,-1.29831,3.94189,175.7100067138672,17.0,NL,Shota Imanaga,684007,33829,33829
CLE,Guardians,9.85325,8.83574,28.2561,28.2561,0.0,0.0,0.0,161.326,684.521,139.92,77.112,70.943,20.2931,163.712,69.1446,0.827621,5.99743,3.95775,1.29591,9.1331,3.85742,2.36767,1.1321,0.239163,0.101012,0.13815101981163025,,0.229611,0.281228,0.730415,4.13815,684.4000000000001,4.2509316770186345,648.0,4.024844720496894,1.90679,2.13142,2.30959,0.601113,1.09893,11.3308,2.30959,-0.601113,3.53476,146.11000061035156,5.0,AL,Gavin Williams,668909,30122,30122
CHC,Cubs,8.40985,7.2104,24.1704,24.1704,0.0,0.0,0.0,133.115,559.913,113.261,64.0914,58.9641,16.2052,141.92,52.1781,0.507488,7.10899,3.9866,1.24283,9.5953,3.5278,2.71991,1.09565,0.253468,0.0931897,0.16027802228927612,,0.226239,0.283375,0.709958,3.92159,600.6000000000001,4.515789473684212,564.0,4.2406015037593985,1.90274,1.89459,1.92315,-1.11289,0.556977,8.68352,1.92315,1.11289,4.25736,186.11000061035156,17.0,NL,Edward Cabrera,665795,21690,21690
BAL,Orioles,10.1627,8.70308,26.4562,27.0548,0.0,0.26759,0.0,147.906,633.896,143.278,74.5022,68.542,18.798,135.7,50.6664,0.821128,9.54472,4.17074,1.31127,8.25728,3.08302,2.67831,1.14385,0.214073,0.0799285,0.13414476811885834,,0.249751,0.296956,0.712547,4.17368,578.7,3.9101351351351354,582.0,3.9324324324324325,1.88841,1.70744,1.82607,-0.0892477,1.0612,10.9202,1.82607,0.0892477,3.58506,599.1799926757812,2.0,AL,Chris Bassitt,605135,12304,12304
LAA,Angels,7.62689,8.82518,22.5729,34.498,0.0346436,0.464794,2.55579,136.721,578.129,123.709,70.4017,64.7696,18.892,150.392,50.2537,2.71673,6.30893,4.26363,1.27239,9.89997,3.30808,2.99266,1.24362,0.260137,0.0869248,0.17321188002824783,,0.237187,0.297536,0.702041,3.9726,589.7000000000002,4.304379562043796,570.0,4.160583941605839,1.87103,1.39605,4.6803,-1.58313,0.823399,6.90095,4.6803,1.58313,3.90213,351.3599853515625,1.0,AL,Reid Detmers,672282,27468,27468
MIN,Twins,7.56916,8.04074,24.1583,30.1997,0.0,0.332953,0.0,142.526,589.613,136.721,75.0331,69.0305,24.1567,129.905,32.9499,0.525816,5.19301,4.35904,1.19046,8.20307,2.08067,3.94251,1.52541,0.220323,0.055884,0.1644388921558857,,0.24792,0.283245,0.696625,4.31847,552.8,3.8657342657342655,549.0,3.839160839160839,1.84069,1.28772,1.39103,-0.28933,0.794205,9.81126,1.39103,0.28933,3.94106,317.17999267578125,8.0,AL,Bailey Ober,641927,21224,21224
NYY,Yankees,8.33876,7.62381,23.8355,23.8355,0.0,0.0,0.0,133.002,561.935,117.579,63.0172,57.9758,16.6375,132.725,50.7842,0.689691,6.53655,3.92312,1.26587,8.98127,3.43647,2.61351,1.12583,0.236193,0.0903738,0.14581914246082306,,0.233007,0.28414,0.72617,4.05843,560.3,4.212781954887218,536.0,4.030075187969925,1.834,1.99905,3.34428,0.999212,0.530974,9.32125,3.34428,-0.999212,4.29203,125.86000061035156,9.0,AL,Cam Schlittler,693645,32095,32095
MIL,Brewers,10.3334,8.94269,27.5696,27.5696,0.0,0.0,0.0,161.868,687.735,157.066,81.1143,74.6252,19.4998,131.394,52.7167,0.717198,6.91493,4.14921,1.29601,7.3056,2.93108,2.49245,1.0842,0.191053,0.0766526,0.1144004687666893,,0.250065,0.288273,0.705099,4.18293,638.8999999999999,3.9438271604938264,645.0,3.9814814814814814,1.82967,2.02146,2.59635,0.45526,1.05012,10.9303,2.59635,-0.45526,3.59984,275.8599853515625,23.0,NL,Quinn Priester,682990,25977,25977
NYY,Yankees,10.7533,8.48317,24.2195,24.2195,0.0,0.0,0.0,143.563,598.523,122.588,70.5328,64.8902,20.9277,152.081,51.9595,0.524286,6.20842,4.06799,1.21583,9.53402,3.25736,2.92691,1.31197,0.254094,0.0868129,0.1672808676958084,,0.226865,0.276741,0.716114,4.12706,617.5000000000002,4.288194444444446,577.0,4.006944444444445,1.82752,1.8745,2.94238,1.36055,0.883156,10.8607,2.94238,-1.36055,3.82246,194.5,9.0,AL,Carlos Rodón,607074,16137,16137
MIL,Brewers,8.76392,7.36017,25.2663,32.4299,0.0,0.326984,0.0,139.971,592.242,112.59,68.0813,62.6348,17.8372,159.506,63.6109,1.00846,8.72469,4.02736,1.25884,10.2561,4.09012,2.50753,1.14691,0.269326,0.107407,0.16191935539245605,,0.216559,0.276601,0.714941,4.06303,621.8,4.441428571428571,567.0,4.05,1.82366,1.87898,2.82358,0.310737,0.80487,8.8319,2.82358,-0.310737,3.92684,122.13999938964844,23.0,NL,Jacob Misiorowski,694819,31623,31623
TBR,Rays,10.6929,10.0671,29.3984,29.3984,0.0,0.0,0.0,165.235,689.538,144.055,82.7121,76.0951,26.0412,166.589,56.965,0.959399,7.68361,4.14474,1.21657,9.07377,3.10277,2.92441,1.41841,0.241596,0.0826134,0.1589823067188263,,0.23053,0.273018,0.718926,4.34132,665.8000000000001,4.035151515151515,626.0,3.793939393939394,1.81346,1.9789,4.62526,0.754575,1.07883,11.8198,4.62526,-0.754575,3.56156,133.17999267578125,12.0,AL,Ryan Pepiot,686752,26221,26221
MIA,Marlins,5.94175,6.18177,20.1421,26.5618,0.0,1.18996,0.0,115.243,482.331,112.998,56.123,51.6331,14.0959,102.48,27.5789,1.37693,6.39736,4.03234,1.21984,8.00329,2.1538,3.71589,1.10083,0.212468,0.0571783,0.15528997033834457,,0.252029,0.298098,0.698876,3.83119,490.99999999999994,4.269565217391304,499.0,4.339130434782609,1.80762,1.63545,3.16214,-0.174326,0.183505,7.35891,3.16214,0.174326,4.75533,608.2100219726562,20.0,NL,Braxton Garrett,666129,21844,21844
TEX,Rangers,9.17553,9.92092,28.2304,28.2304,0.0,0.0,0.0,156.849,665.659,139.125,81.3416,74.8343,22.9558,150.663,62.1522,0.744362,7.00789,4.29398,1.28325,8.64506,3.56629,2.4241,1.3172,0.226337,0.0933694,0.13296771794557571,,0.233236,0.27471,0.709095,4.43944,612.5,3.9012738853503186,581.0,3.700636942675159,1.79497,1.44627,2.27806,0.750642,1.07997,9.28491,2.27806,-0.750642,3.56005,241.86000061035156,13.0,AL,Jack Leiter,683004,30146,30146
NYM,Mets,7.49862,7.09371,22.5555,33.4483,0.0,0.386897,0.0552739,132.059,547.904,116.112,66.3872,61.0762,19.1475,137.675,40.4259,0.634805,7.07493,4.16244,1.18537,9.38279,2.75509,3.40562,1.30493,0.251276,0.0737829,0.17749354988336563,,0.232038,0.282219,0.694904,4.01406,576.5000000000001,4.367424242424243,548.0,4.151515151515151,1.79295,1.51845,2.9458,-0.344156,0.60106,8.38337,2.9458,0.344156,4.19859,281.1400146484375,25.0,NL,Sean Manaea,640455,15873,15873
BOS,Red Sox,10.2311,9.46777,26.9817,26.9817,0.0,0.0,0.0,155.733,669.926,154.23,80.1924,73.777,18.2476,127.088,54.2291,0.603143,8.28337,4.26366,1.33857,7.34456,3.13396,2.34354,1.05455,0.189704,0.0809479,0.10875657200813293,,0.253913,0.294285,0.701247,4.23047,600.6000000000001,3.850000000000001,614.0,3.9358974358974357,1.77402,1.93145,3.00558,-0.203382,1.24228,11.1917,3.00558,0.203382,3.34362,442.5,3.0,AL,Brayan Bello,678394,23920,23920
STL,Cardinals,8.46053,8.21794,24.1569,28.462,0.0,0.322426,0.0,143.116,602.295,147.286,71.3115,65.6066,16.3249,97.283,34.0931,0.811837,4.44923,4.12575,1.26736,6.11776,2.14398,2.85345,1.02661,0.161521,0.0566053,0.10491526871919632,,0.26126,0.290931,0.694327,4.06645,559.2,3.9104895104895108,587.0,4.104895104895105,1.77134,1.76456,2.7004,-1.0708,0.541396,10.0654,2.7004,1.0708,4.27814,999.0,28.0,NL,Michael McGreevy,700241,29869,29869
WSN,Nationals,6.3295,7.26738,21.9332,29.3694,0.0,0.294614,0.0,130.052,550.59,124.22,65.2402,60.021,16.1388,118.258,42.0278,1.30836,5.89231,4.15365,1.27832,8.18384,2.90846,2.8138,1.11686,0.214784,0.0763322,0.1384517177939415,,0.24712,0.29348,0.703133,4.03515,534.8000000000001,4.113846153846154,534.0,4.107692307692307,1.76563,1.59377,3.75784,-1.70842,0.373867,9.30133,3.75784,1.70842,4.50151,736.6799926757812,24.0,NL,Foster Griffin,656492,16432,16432
ARI,Diamondbacks,10.4555,10.1458,29.0024,29.0024,0.0,0.0,0.0,168.929,711.58,173.52,91.7395,84.4003,24.9448,147.993,39.1253,1.16292,7.3494,4.49657,1.25878,7.88458,2.08447,3.78254,1.32897,0.207978,0.0549837,0.15299438312649727,,0.260892,0.30188,0.680307,4.12798,648.7000000000002,3.8384615384615395,678.0,4.011834319526627,1.75819,1.51144,4.08592,-0.799847,1.40881,11.4969,4.08592,0.799847,3.12158,677.75,15.0,NL,Brandon Pfaadt,694297,27782,27782
MIN,Twins,6.66056,7.18411,20.6705,33.4607,0.0,0.318221,0.0,121.878,507.387,118.206,60.3778,55.5475,17.9398,119.042,31.218,0.869354,3.29794,4.10187,1.22602,8.79058,2.30527,3.81325,1.32476,0.234618,0.061527,0.17309079691767693,,0.249976,0.29851,0.716335,3.94481,510.6000000000002,4.1852459016393455,512.0,4.19672131147541,1.74873,1.43733,5.55332,-1.62024,0.289653,6.78735,5.55332,1.62024,4.6138,308.8599853515625,8.0,AL,Zebby Matthews,805673,31827,31827
TOR,Blue Jays,6.39858,5.00021,17.5976,17.5976,0.0,0.0,0.0,102.636,422.62,96.2032,46.6505,42.9185,13.2774,94.8808,24.8383,0.315586,2.90811,3.76346,1.17933,8.31995,2.17803,3.81994,1.16427,0.224506,0.0587721,0.16573386266827583,,0.24363,0.289227,0.726097,3.779,458.70000000000005,4.453398058252428,452.0,4.388349514563107,1.73199,1.63409,1.68765,0.868524,0.442317,7.48095,1.68765,-0.868524,4.41024,214.0399932861328,14.0,AL,Shane Bieber,669456,19427,19427
CHW,White Sox,7.94006,9.31481,27.8553,27.8553,0.0,0.0,0.0,156.545,662.001,138.913,78.2508,71.9907,21.4188,152.45,57.656,1.11771,9.47834,4.13884,1.25567,8.76455,3.31472,2.64413,1.23139,0.230286,0.0870935,0.14319298416376114,,0.233519,0.279084,0.710266,4.25269,645.1,4.10891719745223,615.0,3.917197452229299,1.72243,1.98294,3.41967,1.58313,0.794749,9.86404,3.41967,-1.58313,3.94033,253.32000732421875,4.0,AL,Shane Smith,681343,31687,31687
CHC,Cubs,10.1409,9.10881,26.1614,26.1614,0.0,0.0,0.0,153.644,640.255,153.269,81.4119,74.899,25.1104,118.4,35.9414,0.555157,3.94051,4.38735,1.23148,6.93551,2.10534,3.29425,1.47089,0.184926,0.0561361,0.12879029661417007,,0.255289,0.280518,0.699736,4.49725,550.3000000000002,3.5733766233766247,561.0,3.642857142857143,1.6992,1.48961,4.06149,1.17609,1.02521,11.5281,4.06149,-1.17609,3.63306,414.6099853515625,17.0,NL,Jameson Taillon,592791,11674,11674
WSN,Nationals,7.017,8.5705,24.4174,24.4174,0.0,0.0,0.0,136.991,590.997,135.202,69.9614,64.3645,15.8324,114.863,48.8793,0.614856,8.27311,4.22861,1.34375,7.54623,3.21126,2.34993,1.04015,0.194354,0.0827064,0.11164750903844833,,0.253261,0.296092,0.704809,4.21224,525.0000000000002,3.8321167883211698,536.0,3.9124087591240877,1.67851,1.6089,3.53614,-0.184058,0.744805,9.13511,3.53614,0.184058,4.00693,389.9599914550781,24.0,NL,Cade Cavalli,676917,27473,27473
SFG,Giants,7.4039,7.52048,23.0302,23.0302,0.0,0.0,0.0,129.539,544.768,124.094,63.5136,58.4325,16.2979,106.713,39.9201,0.435392,3.79604,4.05973,1.26614,7.41415,2.77354,2.67317,1.13233,0.195888,0.073279,0.12260855734348297,,0.247667,0.285144,0.711775,4.13556,524.8000000000001,4.0369230769230775,524.0,4.030769230769231,1.66915,1.70226,2.43087,3.00236,0.320077,8.48183,2.43087,-3.00236,4.57323,327.82000732421875,30.0,NL,Tyler Mahle,641816,16358,16358
HOU,Astros,7.54927,7.21733,25.867,25.867,0.0,0.0,0.0,150.176,641.863,133.956,78.1171,71.8677,19.792,147.657,63.0043,1.07104,7.89201,4.30702,1.31153,8.84903,3.77583,2.3436,1.18613,0.230044,0.0981584,0.13188538700342178,,0.234612,0.28292,0.702168,4.29825,598.6,3.990666666666667,573.0,3.82,1.66178,1.3858,6.32111,0.432616,1.00643,10.6907,6.32111,-0.432616,3.65809,999.0,21.0,AL,Tatsuya Imai,837227,sa3062955,sa3062955
ARI,Diamondbacks,8.72213,7.25974,27.8921,27.8921,0.0382903,0.0686436,0.0786634,159.723,671.016,157.576,81.9694,75.4119,21.7019,130.452,43.5772,0.886082,5.06937,4.24928,1.25939,7.35066,2.45547,2.99358,1.22285,0.19441,0.0649422,0.12946737557649612,,0.253187,0.288961,0.697917,4.1817,615.6000000000001,3.847500000000001,627.0,3.91875,1.64949,1.93713,2.27511,0.583676,0.814948,11.6092,2.27511,-0.583676,3.9134,259.32000732421875,15.0,NL,Ryne Nelson,669194,26253,26253
CHC,Cubs,9.17524,6.74722,23.0276,23.0276,0.0,0.0,0.0,127.236,531.444,115.647,61.117,56.2276,16.2369,109.795,40.2427,0.659658,5.29738,3.97725,1.22521,7.76634,2.84656,2.72832,1.14851,0.206598,0.0757234,0.13087450712919235,,0.238005,0.276239,0.711732,4.142,526.4000000000002,4.144881889763782,512.0,4.031496062992126,1.64699,1.82086,5.58908,0.837437,0.493095,7.72005,5.58908,-0.837437,4.34254,196.36000061035156,17.0,NL,Cade Horton,690990,31872,31872
NYY,Yankees,7.08817,5.13674,18.2969,18.2969,0.0,0.0,0.0,110.072,454.871,98.2876,52.1545,47.9822,15.7381,111.048,32.8241,0.536997,3.98011,3.92323,1.19114,9.07977,2.68384,3.38312,1.28681,0.24413,0.0721612,0.1719691976904869,,0.2351,0.283401,0.723857,3.97923,473.40000000000003,4.303636363636364,453.0,4.118181818181818,1.62753,1.66481,2.76544,0.664871,0.296902,8.39573,2.76544,-0.664871,4.60413,275.8599853515625,9.0,AL,Gerrit Cole,543037,13125,13125
KCR,Royals,8.44826,7.89355,24.9346,24.9346,0.0,0.0,0.0,143.785,608.79,138.452,73.1665,67.3132,19.7194,121.085,47.0,1.05034,4.92269,4.21336,1.28978,7.5791,2.94189,2.57627,1.2343,0.198894,0.0772024,0.12169192731380463,,0.248626,0.285371,0.711366,4.31711,546.8000000000002,3.7972222222222234,546.0,3.7916666666666665,1.58218,1.66954,4.15468,2.46561,0.720495,10.1968,4.15468,-2.46561,4.03934,270.25,7.0,AL,Noah Cameron,702070,30184,30184
,,8.32001,8.70539,26.6894,27.8501,0.0,0.274899,0.268863,151.946,636.678,158.045,81.9753,75.4172,25.0939,116.26,30.7892,1.60006,5.67982,4.46707,1.24277,6.88627,1.82369,3.77601,1.48635,0.182605,0.0483592,0.13424566760659218,,0.263316,0.289745,0.69523,4.47184,527.5,3.4703947368421053,556.0,3.6578947368421053,1.58073,1.25412,3.85021,0.334419,0.909123,11.0887,3.85021,-0.334419,3.78784,705.3200073242188,-1.0,,Zack Littell,641793,15823,15823
SFG,Giants,6.77823,7.14173,22.2144,27.2541,0.0,0.303616,0.0,119.655,513.4,113.352,59.135,54.4042,12.9596,111.035,47.5912,1.03333,4.26142,4.09208,1.34506,8.35166,3.57964,2.3331,0.974777,0.216274,0.0926981,0.12357623130083084,,0.245591,0.297412,0.712944,3.98728,500.3,4.1691666666666665,497.0,4.141666666666667,1.57422,1.52696,3.06884,-3.14327,0.574814,7.38921,3.06884,3.14327,4.23358,693.5,30.0,NL,Landen Roupp,694738,30076,30076
STL,Cardinals,7.3435,9.42682,26.6328,26.6328,0.0,0.0,0.537628,144.995,616.511,143.659,76.6328,70.5021,19.0645,118.16,45.6043,1.25669,5.31335,4.37616,1.30531,7.33434,2.83072,2.59098,1.18335,0.191659,0.0739717,0.11768759042024612,,0.253997,0.290858,0.692799,4.26808,547.9,3.778620689655172,561.0,3.8689655172413793,1.55824,1.32875,3.02962,-1.13189,0.779943,9.52411,3.02962,1.13189,3.96008,999.0,28.0,NL,Matthew Liberatore,669461,22294,22294
